title;entity;Vikidia;Wikipedia
North Korea;PER;Korean, North Korean The Democratic People's Republic of Korea or North Korea is a socialist republic on the Korean peninsula. It was founded in 1949 and the current premier is Kim Jae-Ryong, the current President of the Presidium of the SPA is Choe Ryong-hae, and the current SAC chairman is Kim Jong-Un. The current year in North Korea;North Korea, officially the Democratic People's Republic of Korea (DPRK), is a
Chocolate;O;White, milk, and dark chocolate candies. Chocolate is a food made from the seeds of a cacao tree. It is used in many desserts like pudding, cakes, candy, and ice cream. It can be a solid form like a candy bar or it can be in a liquid form like hot chocolate. The taste of chocolate is often described as sweet because chocolate makers usually add a lot of sugar and milk for taste. This means that chocolate can be bad for your health. It is best to eat chocolate in;Chocolate or cocoa is a food made from roasted and ground cacao seed kernels that is available as a
Cube;MISC;A Cube is a 3D shape (Solid Figure). It has 6 faces,12 vertices and 12 edges. Use 6-12-12 to remember the faces, vertices and edges. The Cube is the 3D version of the square. Cubes can big or small. Cube sides must be equal or it will be a different shape a rectangular prism. This 4 colored cube image is a cube. It really looks like 4 rectangular prisms. It has 6 sides (faces),12 vertices and 12 edges. Boxes can be cubes. A Building block can be a;In geometry, a cube is a three-dimensional solid object bounded by six square faces, facets, or sides, with three meeting at each vertex. Viewed from
Mario;PER;Mario is a very popular video game character from Nintendo, created by game designer Shigeru Miyamoto. He was originally called Jumpman and has appeared in over 200 video games since 1981. He has a younger brother called Luigi.;Mario is a character created by the Japanese video game designer Shigeru Miyamoto. He is the title character of the Mario franchise and the mascot of the Japanese video game company Nintendo. Mario is an Italian plumber who resides in the Mushroom Kingdom with his younger twin brother, Luigi. Their adventures generally center on rescuing Princess Peach from the villain Bowser while using power-ups that give them different abilities. Mario first appeared as the player character of Donkey Kong (1981), a platform game. Miyamoto wanted to use Popeye as the
Coronavirus;LOC;Coronavirus is a type of virus which is known to cause colds and flu like symptoms and respiratory infections in humans. A particular strain or type of this, known as COVID-19 became a major news story in 2020 after an outbreak in Wuhan, China began to make many people sick and;Coronaviruses are a group of related RNA viruses that cause diseases in mammals and birds. In humans and birds, they cause respiratory tract infections that can range from mild to lethal. Mild illnesses in humans include some cases of the common cold (which is also caused by other viruses, predominantly rhinoviruses), while more lethal varieties can cause SARS, MERS and COVID-19, which is causing the ongoing pandemic. In cows and pigs they
Homosexuality;MISC;"The LGBT rainbow flag Homosexuality is a sexual orientation in which people of the same sex are attracted to or fall in love with each other. Homosexual men are referred to as being ""gay"" and homosexual ladies are ""lesbian"". Some people find that they fall in love with men and women; they are Bisexual. There are places in the world where it is illegal to be homosexual. People can be punished very severely for it; this ranges from being beaten or put in prison, to";"Homosexuality is a sexual attraction, romantic attraction, or sexual behavior between members of the same sex or gender. As a sexual orientation, homosexuality is ""an enduring pattern of emotional, romantic, and/or sexual attractions"" exclusively to people of the same sex or gender. It ""also refers to a person's sense of identity based on those attractions, related behaviors, and membership in a community of others who"
Ottoman Empire;LOC;"The empire was a collection of conquered countries. The Sultan sent governors to rule these countries or provinces, with titles such as Pasha or Bey. The most famous in the early 19th century was Muhammad Ali Pasha. In later years, the Ottoman Empire began to weaken. In the latter part of the 19th century became known as ""the sick man of Europe"". In the early years of the";The Ottoman Empire, historically and colloquially known as the Turkish Empire, was an empire that controlled much of Southeast Europe, West Asia, and North Africa between the 14th and early 20th centuries. The empire also controlled parts of southeastern Central Europe from the early 16th to the early 18th century.The empire was founded at the end of the 13th century in northwestern Anatolia in
Malaysia;LOC;Malaysia is a country in Southeast Asia. The capital and most populous city is Kuala Lumpur. Malaysia, like some other countries in Southeast Asia, consists of different parts separated from the sea. The Federation of Malaysia;Malaysia (UK: mə-LAY-zee-ə, US: mə-LAY-zhə, Malay: [malɛjsia] ) is a country in Southeast Asia. The federal constitutional monarchy consists of 13 states and three federal territories, separated by the South China Sea into two regions: Peninsular Malaysia and Borneo's East Malaysia. Peninsular Malaysia shares a land and maritime border with Thailand and maritime borders with Singapore, Vietnam, and Indonesia.
Physicist;O;A physicist is a scientist who studies the field of physics. Physics deals with the interactions of energy and matter in the physical universe.;A physicist is a scientist who specializes in the field of physics, which encompasses the interactions of matter and energy at all length and time scales in the physical universe. Physicists generally are interested in the root or ultimate causes of phenomena, and usually frame their understanding in mathematical terms. They work across a wide range of research fields, spanning all length scales: from sub-atomic and particle physics, through biological physics, to cosmological length scales encompassing the universe as a whole. The field generally includes two types of physicists: experimental physicists who specialize in the observation of
Eagle;MISC;The Eagle are types of birds that are large in size and hunt fish.;Eagle is the common name for the golden eagle, bald eagle, and other birds of prey in the family Accipitridae. Eagles belong to several groups of genera, some of which are closely related. True eagles comprise the genus Aquila. Most of the 68 species of eagles are from Eurasia and Africa. Outside this area, just 14 species can be found—two in North America, nine in Central and South America, and three in Australia. Eagles are not a natural group but denote essentially any kind of
Dysprosium;MISC;Dysprosium is an element with an atomic number of 66. It has a symbol of Dy.;Dysprosium is a chemical element, it has symbol Dy and atomic number 66. It is a rare-earth element in the lanthanide series with a metallic silver luster. Dysprosium is never found in nature as a free element, though, like other lanthanides, it is found in various minerals, such as xenotime. Naturally occurring dysprosium is composed of seven isotopes, the most abundant of which is 164Dy. Dysprosium was first identified in 1886 by Paul Émile Lecoq de Boisbaudran, but it was not isolated in pure form until the development of ion-exchange techniques in the 1950s. Dysprosium has
Jackal;LOC;The Jackal looks like a simple domestic dog, but it is;"Jackals are medium-sized canids native to Africa and Eurasia. While the word ""jackal"" has historically been used for many canines of the subtribe canina,"
Evaporation;MISC;A simple picture explaining the evaporation of water, though in real life you can not see the water, but only steam Evaporation is when a liquid becomes a gas. When the molecules in a liquid are heated, they move faster. This makes them full of energy and so the particles collide with each other, and;Evaporation is a type of vaporization that occurs on the surface of a liquid as it changes into the gas phase.
Battle of Marathon;LOC;Plain of Marathon The Battle of Marathon was a battle in 490 BC between the Athenian army and the forces of the Persian Empire. It was the culmination of the first Persian invasion of Greece under Darius I. The Greek army decisively defeated the more numerous Persians. The victory at Marathon marked the end of the first Persian invasion of Greece. The Persian force retreated to Asia. The Greeks realized;The Battle of Marathon took place in 490 BC during the first Persian invasion of Greece. It was fought between the citizens of Athens, aided by Plataea, and a Persian force commanded by Datis and Artaphernes. The battle was the culmination of the first attempt by
Norway;LOC;Location of Norway in Europe Norway is a country in northern Europe. Norway is one of the most developed countries in the world. It shares borders with Sweden, Finland, and Russia. The capital city is Oslo. Other big cities in;Norway (Bokmål: Norge, Nynorsk: Noreg), formally the Kingdom of Norway, is a Nordic country in Northern Europe, situated on the Scandinavian Peninsula. The remote Arctic island of Jan Mayen and the archipelago of Svalbard also form part of Norway. Bouvet Island, located in the Subantarctic, is a dependency, Norway also claims the Antarctic territories of Peter I Island and Queen Maud Land. The capital and largest city in Norway is Oslo. Norway has a total area of 385,207 square kilometres (148,729 sq mi) and had a population of 5,488,984 in January 2023. The country shares
Ibn Battuta;PER;"Ibn Battuta in Egypt Ibn Battuta was a North African explorer of the 14th century. His full name was Abu Abdullah Muhammad Ibn Abdullah Al Lawati Al Tanji Ibn Battuta. He lived from 1304 to 1377. His nickname is ""The Islamic Marco Polo"". He traveled 75,000 miles in twenty-eight years. He was a good and religious man. He wrote the stories";Abu Abdullah Muhammad ibn Battutah (, 24 February 1304 – 1368/1369), commonly known as Ibn Battuta, was a Maghrebi traveller, explorer and scholar. Over a period of thirty years from 1325 to 1354, Ibn Battuta visited most of North Africa, the Middle East, East Africa, Central Asia, South Asia, Southeast Asia, China, the Iberian Peninsula, and West Africa. Near the end of his life, he dictated an account of his journeys,
Nile crocodile;LOC;The Nile crocodile (scientific name : Crocodylus niloticus) is the second largest reptile in the world, after the saltwater crocodile. This crocodile is found in the eastern, southern, and central areas of Africa. It lives in freshwater lakes, rivers, and marshlands. The;The Nile crocodile (Crocodylus niloticus) is
98;O;98 is a number impair. It comes after the 97 and before 99.;98 may refer to: 98 (number) Windows 98, a Microsoft operating system Years 98 BC AD 98 1798 1898 1998 2098 See also Californium (atomic number), a chemical element 98 Degrees (98°), a band
Crete;MISC;Crete is the biggest Greek island, situated between the Aegean and Libyan sea  It counts 623.065 (2011) inhabitants and the main city is Candia.  The Cretans love to have parties. The most important holiday celebration is Easter.  Typical dishes are feta (the most famous Greek cheese), moussaka (a savory baked pie with eggplants and meat) and souvlaki (grilled meat skewer).;Crete ( KREET, Greek: Κρήτη, Modern: Kríti [ˈkriti], Ancient: Krḗtē [krɛ̌ːtεː]) is the largest and most populous of
Cattle;LOC;(Redirected from Cow) The cattle (scientific name : Bos taurus) is a great domesticmammal, that is bred for its milk, its meat, and as a draft animal. The female is called a cow, the male, a bull, and;Cattle (Bos taurus) are large, domesticated, bovid ungulates. They are prominent modern members of the subfamily Bovinae and the most widespread species of the genus Bos. Mature female cattle are called cows and mature male cattle are bulls. Young female cattle (heifers), young
Prime Minister of the Netherlands;ORG;The Prime Minister of the Netherlands (Dutch: minister-president van Nederland, premier van Nederland) is the head of the Dutch government. He is also the minister of General Affairs. The Prime Minister is the Chairman of the Cabinet and is responsible for the policy of the Cabinet. The current prime minister is Mark Rutte, member of the People's Party of Freedom and Democracy (Volkspartij voor Vrijheid en Democratie).;The prime minister of the Netherlands (Dutch: Minister-president van Nederland) is the head of the executive branch of the Government of the Netherlands. Although the monarch is the de jure head
Donetsk;LOC;Donetsk (Ukrainian: Донецьк) is an industrial city in eastern Ukraine.  In 2001 Donetsk was the fifth-largest city in Ukraine.;Donetsk
Erg (landform);LOC;"Sand dunes in the Sahara desert (photography taken in January)  An erg (also sand sea or dune sea, or sand sheet if it lacks dunes) is a broad, flat area of desert covered with wind-swept sand with little or no vegetative cover. An erg is defined as a desert area that contains more than 125 square kilometres (48 sq mi) of aeolian or wind-blown sand and where sand covers more than 20% of the surface.  Smaller areas are known as ""dune fields"".";"An erg (also sand sea or dune sea, or sand sheet if it lacks dunes) is a broad, flat area of desert covered with wind-swept sand with little or no vegetative cover. The word is derived from the Arabic word ʿarq (عرق), meaning ""dune field"". Strictly speaking, an erg is defined as a desert area that contains more than 125 km2 (48"
Confirmation;MISC;During the Confirmation ceremony the confirmand receives the Oil of Crysm, which is a scented and consecrated oil and seven spiritual gifts from the Holy Spirit.  They are:  Wisdom  Understanding  Counsel  Fortitude  Knowledge  Piety  Fear of the Lord  Ointing of a confirmand during a confirmation ceremony;In Christian denominations that practice infant baptism, confirmation is seen as the sealing of the covenant created in baptism. Those being confirmed are known as confirmands. For adults, it is an affirmation of belief. It involves laying on of hands. Catholicism
Slavery;LOC;Slaves in a ship. A slave is someone who is not free but belongs to another person. A slave is owned like a thing or an animal is owned, and can be sold also. The owner of a slave is usually;Slavery is the ownership of a person as property, especially in regards to their labor. Slavery typically involves compulsory work with the slave's location of work and residence dictated by the party that holds them in bondage. Enslavement is the placement of a person into slavery, and the person is called a slave or an enslaved person (see § Terminology). Many historical cases of enslavement occurred as a result of breaking the law, becoming indebted, suffering a military defeat, or exploitation for cheaper labor, other forms of slavery were instituted
The Pentagon;ORG;The Pentagon is the biggest office building in the world,[1][2] but any place in the building can be reached within 7 minutes.[3] They began building it on September 11, 1941. Exactly sixty years later, on September 11, 2001, it was hit with an airplane by terrorists.[4] One hundred eighty-four people in the building were killed. The Pentagon is has the most floor area of any building in the world. It has a;The Pentagon is the headquarters building of the United States Department of Defense, in Arlington County, Virginia, across the Potomac River from Washington, D.C. The building was constructed on an accelerated
Great Mosque of Xi'an;LOC;The minaret of the Great Mosque. The Great Mosque of Xi'an (in Chinese : 西安大清真寺) is a mosque located in the Muslim quarter of Xi'an in China. It is the oldest mosque in China, it was built;The Great Mosque of Xi'an (Chinese: 西安大清真寺, pinyin: Xī'ān Dà Qīngzhēnsì) is one of the largest premodern mosques in China.: 128 Although the mosque was first
Welsh language;MISC;An ancient farmhouse in Wales. The Welsh language is the Celtic language of Wales that;"Welsh (Cymraeg [kəmˈraːiɡ] or y Gymraeg [ə ɡəmˈraːiɡ]) is a Celtic language of the Brittonic subgroup that is native to the Welsh people. Welsh is spoken natively in Wales, by some in England, and in Y Wladfa (the Welsh colony in Chubut Province, Argentina).It is spoken by smaller numbers of people in Canada and the United States descended from Welsh immigrants, within their households (especially in Nova Scotia). Historically, it has also been known in English as ""British"", ""Cambrian"", ""Cambric"" and ""Cymric"".The Welsh"
Satoru Shibata;PER;Satoru Shibata (柴田 聡 (Shibata Satoru?)) is the current president of Nintendo of Europe (NOE). He became president in 2000, after Shigeru Ota left. Not much about his person life is known, including his birth date and his age.;Satoru Shibata (柴田 聡, Shibata Satoru) is the senior executive officer, general manager of marketing and licensing for Nintendo as well as the outside director of The Pokémon Company. He was named president of Nintendo of Europe when Shigeru Ota left in August 2000 until 30 June 2018. Shibata was formerly the managing director of Nintendo Australia. Shibata has appeared at several presentations including the Nintendo Show, the Nintendo DS event in Paris, the Nintendo of
Deep web;MISC;The Deep Web (also known as the Deep Net, Invisible Web, Deep Web, or Hidden Web) is the search terms for content included in the World Wide Web (WWW) that is not indexed by common search engines. The element is hidden behind the HTML structure. The opposite term of Deep Web is: Surface Web.;"The deep web, invisible web, or hidden web are parts of the World Wide Web whose contents are not indexed by standard web search-engine programs. This is in contrast to the ""surface web"", which is accessible to anyone using the Internet. Computer scientist Michael K. Bergman is credited with inventing the term in 2001 as a search-indexing term.Deep web sites can be accessed by a direct URL or IP address, but may require entering a password or other security information to access actual content."
Lead;O;Lead has a symbol of Pb and an atomic number of 82.;Lead is a chemical element, it has symbol Pb (from Latin plumbum) and atomic number 82. It is a heavy metal that is denser than most common materials. Lead
National Hockey League;ORG;The National Hockey League is an ice hockeyleague. It is the most important in the;The National Hockey League (NHL, French: Ligue nationale de hockey [liɡ nɑsjɔnal də ɔkɛ], LNH) is a professional ice hockey league in North America comprising 32 teams—25 in the United States and 7 in Canada. The Stanley Cup, the oldest professional sports trophy in North America,
Ares;PER;Hermes, Athena, Zeus (seated), Hera, and Ares (all named). Side A of an Attic black-figure neck-amphora, end of 6th century BC  Ares was the ancient Greek god of war. He was the son of Zeus and Hera. He is depicted as a god of violent physical contact in war. His sons, Phobos (Fear) and Deimos (Terror), accompany him on battlefield in his chariot. He was not a popular god. His Roman equivalent is Mars. He had many, many lovers and dozens of children. The Stymphalian birds were sacred to him.;Ares (, Ancient
Wave;O;In physics, a wave is a repeating pattern of energy.  The top of a wave is called the crest or the peek. The bottom of the wave is called the trough. The length between crest to crest or trough to trough is called a wavelength. The height of the wave from its resting point is called the amplitude. The amount of waves that pass a point per second is the wave's frequency. Frequency is measured in hertz.;In physics, mathematics, engineering, and related fields, a wave is a propagating dynamic disturbance (change from equilibrium) of one or more quantities. Periodic waves oscillate repeatedly about an equilibrium (resting) value at some frequency. When the entire waveform moves in one direction, it is said to be a traveling wave, by contrast, a pair of superimposed periodic waves traveling in opposite directions
Slovenia;MISC;Slovenians use a type of money called the Euro, and the country is a member of the European Union.  Current United States First Lady Melania Trump is originally from Slovenia.;Slovenia ( sloh-VEE-nee-ə, Slovene: Slovenija [slɔˈʋèːnija]), officially the Republic of Slovenia (Slovene: , abbr.: RS), is a country in southern Central Europe. Slovenia is bordered by Italy to the west, Austria to the north, Hungary to the northeast, Croatia to the south and southeast, and a short coastline within the Adriatic Sea to the southwest. Slovenia is mostly mountainous and forested, covers 20,271 square kilometres (7,827 sq mi), and has a
Genoa;LOC;Port of Genoa in February 2017, by Cantelande2016.  Genoa (Genova in Italian) is the main city of Liguria, in Italy. It is well known for its rich cultural heritage and its commercial harbour.  The inhabitants are called Genoese in English, Genovesi in Italian.  The flag of Genoa is: with a horizontal red cross and around white  For its vast history it is in a few words to make a bibliography, in fact it is contained in many books.;Genoa ( JEN-oh-ə, Italian: Genova [ˈdʒɛːnova] , Ligurian: Zêna [ˈzeːna]) is a city in and the capital of the Italian region of Liguria, and the sixth-largest city in Italy. In 2023, 558,745 people lived within the city's administrative limits. While its metropolitan area has 813,626 inhabitants, more than 1.5 million people live in the wider metropolitan area stretching along the Italian Riviera.On the Gulf of Genoa in the Ligurian Sea, Genoa has historically
Black Beauty;ORG;"First edition cover, 1877  Black Beauty is a novel by Anna Sewell. It was published in 1877 by Jarrold &amp; Son in London. It was an immediate and lasting success.  The story is about a horse named Black Beauty. It tells of his happy days as a colt and his brutal days as a cab horse in London. Themes are cruelty to animals and animal welfare.  Black Beauty is one of the bestselling novels of all time. The story has been adapted to a stage play, movies, and television programs.";Black Beauty: His Grooms and Companions, the Autobiography of a Horse is an 1877 novel by English author Anna Sewell. It was composed in the last years of her life, during which she was bedridden and seriously ill. The novel became an immediate best-seller, with Sewell dying just five months after its publication, but
Günter Grass;LOC;Grass was born in the Free City of Danzig, nowadays Gdańsk (Poland). He was a drafted soldier for the German army in the Second World War between 1944 and 1945 and was taken prisoner by the US-army. After his release, he became an artist and started to write in 50s. In his fiction, he often returned to Danzig during his youth. Grass's work could be qualified as left-wing and Grass himself was a supporter of the Social Democratic Party of Germany.;Günter Wilhelm Grass (German: [ˈɡʏntɐ ˈɡʁas] , 16 October 1927 – 13 April 2015) was a German novelist, poet, playwright, illustrator, graphic artist, sculptor, and recipient of the 1999 Nobel Prize in Literature.He was born in the Free
Shetland;LOC;The islands are influenced by the Scandinavians, for the Vikings conquested the island. Some old Norse dialect is still spoken on the islands. Since the 15th century, the islands are a part of Scotland. Oil from the North Sea is the biggest way of income on the islands. The Shetland pony, the Shetland Sheepdog and the Shetland cattle are a few of the animal breeds on the island. The largest island is simply known as Mainland.;Shetland, also called the Shetland Islands, is an archipelago in Scotland lying between Orkney, the Faroe Islands, and Norway. It is the northernmost region of the United Kingdom. The islands lie about 80 km (50 mi) to the northeast of Orkney, 170 km (110 mi) from mainland Scotland and 220 km (140 mi) west of Norway. They form part of the border between the Atlantic Ocean to the west and the North Sea to the east. Their total area is 1,466 km2 (566 sq mi), and the population totalled 22,920 in 2019. The islands comprise the
English language;MISC;Map of peoples speaking English in the world. Dark blue= English is;English is a West Germanic language in the Indo-European language family, whose speakers, called Anglophones, originated in early medieval England. The namesake of the language is the Angles, one of the ancient Germanic peoples that migrated to the island of Great Britain. English is
Head of government;LOC;The head of government is a person, who is the highest or second-highest;"In the executive branch, the head of government is the highest or the second-highest official of a sovereign state, a federated state, or a self-governing colony, autonomous region, or other government who often presides over a cabinet, a group of ministers or secretaries who lead executive departments. In diplomacy, ""head of government"" is differentiated from"
Smartphone;MISC;A smartphone is a mobile phone, but with more functionalities, such as access to the internet and the possibility to run applications.  Galaxy S21  Android and iOS has to do with smartphones. Today smartphones are wery popular. Their technology is evolving rapidly.;A smartphone (often simply called a phone) is a mobile device that combines the functionality of a traditional mobile phone with advanced computing capabilities. It typically has a touchscreen interface, allowing users to access a wide range of applications and services, such as web browsing, email, and social media, as well as multimedia playback and streaming. Smartphones also have built-in cameras, GPS navigation, and support for various communication methods, including voice calls, text messaging, and internet-based messaging apps. Smartphones
Tin;O;Tin is a silver-colored metal found in ores all over the world. It is used as a protective coating for steel and in alloys like solder, bronze and pewter.;Tin is a chemical element, it has symbol Sn (from Latin stannum) and atomic number 50. A silvery-coloured metal, tin is soft enough to be cut with little force, and a bar of tin can
Old Yeller;PER;Old Yeller is a 1956 children's novel written by Fred Gipson and illustrated by Carl Burger. It received a Newbery Honor in 1969. The story is about a yellow dog called Old Yeller and the frontier boy who loves him. The boy is forced to kill Old Yeller when he contracts rabies. In 1957, Walt Disney released a movie adaptation starring Tommy Kirk, Fess Parker, Dorothy McGuire, Kevin Corcoran, Jeff York, and Beverly Washburn.;Old Yeller is a 1956 children's novel written by
James VI and I;MISC;"King James I and VI  James VI and I (19 June 1566 – 27 March 1625) was King of Scotland as James VI from 24 July 1567 and King of England and Ireland as James I from the union of the Scottish and English crowns on 24 March 1603 until his death. He styled himself ""King of Great Britain and Ireland"". Literature flourished during his reign, but his greatest accomplishments were the translation of the Bible into English as the Authorized King James Version, and the British colonization of the North American continent.";James VI and I (James Charles Stuart, 19 June 1566 – 27 March 1625) was King of Scotland as James VI from 24 July 1567 and King of England and Ireland as James I from the union of the Scottish and English crowns on 24 March 1603 until his death in 1625. Although he long tried to get both countries to adopt a closer political union, the kingdoms
Sardinia;LOC;The island is a region of Italy, with its capital at Cagliari.;Sardinia ( sar-DIN-ee-ə, Italian: Sardegna [sarˈdeɲɲa], Sardinian: Sardigna [saɾˈdiɲːa]) is the second-largest island in the Mediterranean Sea, after Sicily, and one of
Chapai Nawabganj District;LOC;Chapai Nawabganj District Chapainawabganj District is an administrative region in the Rajshahi Division of northwestern Bangladesh. This district under Rajshahi division is sometimes called Nawabganj and Chapai. Before the division of the Indian subcontinent, it was a part of Malda district.;Chapainawabganj (Bengali: চাঁপাইনবাবগঞ্জ) is located in the north-western part of Bangladesh. It is a part of the Rajshahi Division, and was formerly a sub-division of Malda district of Bengal Province. The north and west part of Chapai Nawabganj is bounded by Malda and Murshidabad districts of India, the east by Naogaon District, and south-east by Rajshahi District. History Chapainawabganj was one of the sub-divisions of the
Basel Mission;ORG;The Basel Mission was a Christian missionary in Switzerland.;The Basel Mission was a Christian missionary society based in Switzerland. It was active from 1815 to 2001, when it transferred the operative work to Mission 21, the successor organization of Kooperation Evangelischer Kirchen und Missione (KEM), founded in 2001. History From the outset the society set out to be Protestant but non-denominational. Arising from concerns about what would happen if Napoleon managed to seize the city of Basel, both Calvinists from Basel and Lutherans from Württemberg made a holy vow to establish the seminary if the city was spared. The
Havana;LOC;Havana (Spanish: La Habana) is the capital and largest city of Cuba.;Havana (, Spanish: La Habana [la aˈβana] ,
Afrikaans;MISC;"The amount of Afrikaans speakers in South Africa per region. The language evolved from the Dutch language. After Dutch settlers came to South Africa, some of them stayed there. They spoke Dutch, but through the ages their language became influenced by German, Portuguese and local languages. Since 1961, Afrikaans is an official language and since 1983, it replaced Dutch. Afrikaans is called a ""daughter language of Dutch"". The";Afrikaans ( AF-rih-KAHNSS, AHF-, -⁠KAHNZ) is a West Germanic language that evolved in the Dutch Cape
J. M. Barrie;PER;Sir James Matthew Barrie was a Scottish writer who wrote plays and books. J. M. Barrie He lived from 1860 to 1937. King George V made him a baronet in 1913, which is a special honor, like a knight. He;Sir James Matthew Barrie, 1st Baronet, (, 9 May 1860 – 19 June 1937) was a Scottish novelist and playwright, best remembered as the creator of Peter Pan. He was born and educated in Scotland and then moved to London, where he wrote several successful novels and plays. There he met the Llewelyn Davies boys, who inspired him to write about a baby boy who has magical adventures in Kensington Gardens (first included in Barrie's 1902 adult novel The Little White Bird), then to write Peter Pan, or The Boy Who Wouldn't Grow Up, a
John Constable;MISC;"Constable's self-portrrait, about 1806  John Constable (11 June 1776 – 31 March 1837) was an English Romantic painter. He is known mostly for his landscape paintings of the area surrounding his home called Dedham Vale —now known as ""Constable Country"". Constable was not financially successful in his lifetime, but his pictures today bring enormous sums. He was elected to the Royal Academy at age 52. His paintings were more appreciated in France during his lifetime than in his native land, and inspired the Barbizon School of Art. His most famous paintings include Dedham Vale (1802) and The Hay Wain (1821).";"John Constable (, 11 June 1776 – 31 March 1837) was an English landscape painter in the Romantic tradition. Born in Suffolk, he is known principally for revolutionising the genre of landscape painting with his pictures of Dedham Vale, the area surrounding his home – now known as ""Constable Country"" – which he invested with an intensity of affection. ""I should paint my own places best"", he wrote to his friend John Fisher in 1821, ""painting is but another word for feeling"".Constable's most famous paintings include Wivenhoe Park (1816), Dedham Vale (1821) and The Hay"
Physics;MISC;"Physics, a branch of science, is the study of all forces and their impacts on the environment. Modern physics connects ideas together about the four laws of symmetry and conservation (energy, momentum, charge, and parity). The word physics comes from the Greek word ἡ φύσις ""nature"".  In addition to these four units, there are three other ones: the mole, which is the unit of the quantity of matter, the candela which measures the luminous intensity (the power of lighting) and the kelvin, the unit of temperature.";Physics is the natural science of matter, involving the study of matter, its fundamental constituents, its motion and behavior through space and time, and the related entities of energy and force. Physics is one of the most fundamental scientific disciplines, with its main goal being to understand how the universe behaves. A scientist who specializes in the field of physics is called a physicist. Physics is one of the oldest academic disciplines and, through its inclusion of astronomy, perhaps the oldest. Over much of the past two
Moon;LOC;The Moon as seen from Earth. This a nearly full moon The Moon (capitalized) is the name for the;The Moon is Earth's only natural satellite. It orbits at an average distance of 384,400 km (238,900 mi), about 30 times Earth's diameter. The Moon always presents the same side to Earth, because gravitational pull has locked its rotation to the planet. This results in the lunar day of 29.5 Earth days matching the lunar month. The Moon's gravitational pull – and to a lesser extent the Sun's – are the main drivers of the tides. The Moon is in geophysical terms a planetary-mass object
Saturn;LOC;The planet Saturn.  Saturn is a planet. It is the sixth planet away from the Sun and the second largest planet in our Solar System. It is classified as a gas giant. Saturn has sixty-two moons.;Saturn is the sixth planet from the Sun and the second-largest in the Solar System, after Jupiter. It is a gas giant with an average radius of about nine-and-a-half times that of Earth. It has
16th century;MISC;The 16th century is the century from the years CE 1501 to CE 1600.  Martin Luther, priest of the Catholic Church since 1507, opposes Pope's authority in 1517. In 1521, this leads to the beginning of protestantism as an alternate way to be Christian. In 1534, Martin Luther finishes his translation of the Bible in German.;The 16th century began with the Julian year 1501 (represented by the Roman numerals MDI) and ended with either the Julian or the Gregorian year 1600 (MDC), depending on the reckoning used (the Gregorian calendar introduced a lapse of 10 days in October 1582).The 16th century is regarded by historians as
Fallout 4;ORG;Fallout 4 is a game published by Betheseda Softworks in 2015.  In the game, you play as a survivor of a nuclear apocalypse.;"Fallout 4 is a 2015 action role-playing game developed by Bethesda Game Studios and published by Bethesda Softworks. It is the fourth main game in the Fallout series and was released worldwide on November 10, 2015, for PlayStation 4, Windows, and Xbox One. The game is set within an open world post-apocalyptic environment that encompasses the city of Boston and the surrounding Massachusetts region known as ""The Commonwealth"". It makes use of a number of local landmarks, including Bunker Hill, Fort"
DNA;O;"Scheme of a part of the double-helix-shaped DNA molecule. Each living being starts as a mere cell, but yet ""knows"" how to develop itself : it is because its parents left him ""schemes"" of how to ""build"" itself : this is the genetic information. The DNA is a great (really great: it can reach up to 4 cm, about 10,000 times";Deoxyribonucleic acid ( , DNA) is a polymer composed of two polynucleotide chains that coil around each other to form a double helix. The polymer carries genetic instructions for the development, functioning, growth and reproduction of all known organisms
Harriet Tubman;PER;Tubman about 1885  Harriet Tubman was an African-American abolitionist, humanitarian, and Union spy during the American Civil War. She was born Araminta Ross about 1822 in Maryland. She died on March 10, 1913 in Auburn, New York.  Tubman was born a slave in Maryland, but escaped. She subsequently made about thirteen missions to rescue approximately seventy enslaved family and friends, using the network of antislavery activists and safe houses known as the Underground Railroad.  She later helped John Brown recruit men for his raid on Harpers Ferry, and in the post-war era struggled for women's suffrage.;Harriet Tubman (born Araminta Ross, c. March 1822 – March 10, 1913) was an American abolitionist and social activist. After escaping slavery, Tubman made some 13 missions to rescue approximately 70 enslaved people, including
Joseph Stalin;LOC;"1941 War propaganda portrait of Stalin. Joseph Stalin (real name Iosif Vissarionovich Djougachvili; 18 December 1878 – 5 March 1953) was the general secretary of the CPSU from 1922 until his death in 1953[1]. Stalin was leader of the Soviet Union from 1924 until 1953, though he attempted to resign in 1927[2]. His industrialization programs built up the Soviet Union into an industrial superpower, however certain programs, such as mandatory farm";Joseph Vissarionovich Stalin (born Ioseb Besarionis dze Jughashvili, 18 December [O.S. 6
Mastodon;MISC;Mastodon and human  Mastodons (or, mastodonts) are extinct elephants. They became extinct about 11,000 years ago. Adult mastodons stood between 2.5 and 3 meters (8-10 feet) at the shoulder. They weighed between 3500 and 5400 kilograms (4-6 tons). They browsed on leaves and branches.;A mastodon (mastós 'breast' + odoús 'tooth') is any proboscidean belonging to the extinct genus Mammut. Mastodons inhabited North and Central America from the late Miocene up to their extinction at the end of the Pleistocene 10,000 to 11,000 years ago. Mastodons are the most recent members of the family Mammutidae, which diverged from the ancestors of elephants at least 25 million years ago. M. americanum, the American mastodon (and possibly M. pacificus
