title;entity;Vikidia;Wikipedia
Шекспир, Уильям;PER;Уильям Шекспир (1564—1616) — английский поэт, драматург и актёр.  Он написал «Ромео и Джульетту», знаменитую пьесу, первое представление которой состоялось 29 января 1593 года, и «Гамлет», самую длинную из его трагедий.  Он писал комедии (например, «Двенадцатая ночь»), исторические пьесы («Генрих IV»), стихи и трагедии.;Уи́льям Шекспи́р (англ. William Shakespeare, английское произношение: [ˌwɪljəm ˈʃeɪkspɪə(r)], 26 апреля 1564 года (крещение), Стратфорд-апон-Эйвон, Англия — 23 апреля (3 мая) 1616, там же) — английский поэт и драматург, зачастую считается величайшим англоязычным писателем и одним из лучших драматургов мира. Часто именуется национальным поэтом Англии. Дошедшие до нас работы, включая некоторые, написанные совместно с другими авторами, состоят из 38 пьес, 154 сонетов, 4 поэм и 3 эпитафий. Пьесы Шекспира переведены на все основные языки и ставятся чаще, чем произведения других драматургов. Шекспир родился и вырос в городе Стратфорд-апон-Эйвоне. В 18 лет он женился на Энн Хатауэй, в браке с которой
Дания;MISC;Дания  Дания расположена на полуострове Ютландия. Стране также принадлежит самый большой остров в мире — Гренландия.;Да́ния (дат. Danmark [ˈtænmɑk]), официально — Короле́вство Да́ния (дат. Kongeriget Danmark [ˈkʰɔŋəʁiːð̩ ˈtænmɑk]) — государство в Северной Европе, старший член содружества Датского Соединённого королевства, в которое также входят Фарерские острова и автономная территория Гренландия. Население на первый квартал 2020 года — 5 822 763 человека. Площадь — 43 094 км². Плотность населения — 134,85 чел./км². На сегодняшний день Дания является наиболее густонаселённым государством Скандинавии. Дания — самая южная из скандинавских стран, расположена к юго-западу от Швеции и к югу от Норвегии, с юга граничит с Германией. Также граничит с Канадой (Остров Ханса) по суше. Дания омывается Балтийским и Северным морями.
Энергетика;O;Символ энергии (молнии)  Энергия это способность живых организмов выполнять работу. Мы используем энергию для всего: для того, чтобы двигаться, поднимать вещи, чтобы дышать, ходить и т.д. Энергия - это то, что дает нам возможность действовать, существовать силам.;Энерге́тика — область хозяйственно-экономической деятельности человека, совокупность больших естественных и искусственных подсистем, служащих для преобразования, распределения и использования энергетических ресурсов всех видов. Её целью является обеспечение производства энергии путём преобразования первичной, природной энергии во вторичную, например в электрическую или тепловую энергию. При этом производство энергии чаще всего происходит в несколько стадий: получение и концентрация энергетических ресурсов, примером может послужить добыча, переработка и обогащение ядерного топлива, передача ресурсов к энергетическим установкам, например доставка газа, угля, мазута на тепловую электростанцию, преобразование с помощью электростанций первичной энергии во вторичную, например, химической энергии угля в электрическую и тепловую энергию, передача вторичной энергии потребителям, например
Франция;ORG;"Франция  67 277 000 Человек  Расположение Франция на карте мира и на карте Европы  Гимн Национальной Франция""La Marseillaise""  Фра́нция (по-Французский: France) государство в Западной Европе.Париж столица Франции. Франция счет текущих 12 городских районов, более Корсики и 5 регионов зарубежных.  меню из 12 регионов франции и Корсика  -52 Победы Юлия Цезаря против Верцингеторикса, Алеся.  Анна Ярославна Королева Франков (19 мая 1051 – 4 августа 1060), жена Короля Франции Генриха I.  Людовика XIV, ""короля-Солнце"". Он построил Версальский дворец.  14 Июля 1789, Взятия Бастилии, начало Французской Революции.  Империя Наполеона до похода в Россию (1812)  18 мая 1804 : Провозглашение Наполеона Бонапарта императором французов  24 июня-30 декабря 1812 года : Кампания России (отступление императорской армии французской)  С января по март 1814 : Сельской местности Франции  С 20 марта по 22 июня 1815 : Сто Дней  18 июня 1815 : битва при Ватерлоо (поражение императорской армии французской)  4 сентября 1870 : после поражения у Седана (поражение армии французской)  Эволюция французской колониальной Империи синий-лазурь : Первое пространство колониальной темно-синий : Второе пространство колониальной";Фра́нция (фр. France, МФА: ), официальное название — Францу́зская Респу́блика (фр. République française, МФА: ) — трансконтинентальное государство, включающее основную территорию в Западной Европе и ряд заморских регионов и территорий в разных частях света. Столица — Париж. Девиз Республики — «Свобода, равенство, братство», её принцип — правление народа, народом и для народа. Название страны происходит от этнонима древнегерманского племени франков. Большинство населения Франции имеет смешанное галло-романо-германское происхождение и говорит на языке романской группы. Население — 62 814 233 человека в метрополии и 67 848 156 человек — с учётом заморских владений (оценка на 1 июля 2020), в том числе около
Соединённые Штаты Америки;LOC;"Соединённые Штаты Америки  324 811 000 Человек (2016)  Расположение С.Ш.А. на земном шаре  Соединённые Штаты Америки (С.Ш.А.) - анг: United States of America (U.S.A.). Столица страны-город Вашингтон.  Соединённые Штаты Америки - государство, расположенное в западнм полушарии, большая частью на континенте. США состоит 48 штатов ,&lt;&lt;континентальной части&gt;&gt; 2-х штата не имеющих границ с остальными: Аляска - расположенный на северо-западе континента Северно Америке , и Гавайев в Тихом океане. Кроме того, в состав США входят Федеральный округ Колумбия и инкорпорированная территория Атолл Пальмира.";Соединённые Шта́ты Аме́рики (англ. The United States of America, сокращённо США (англ. USA, U.S.A.), или Соединённые Шта́ты (англ. United States, US или U.S., в просторечии — Аме́рика)) — государство в Северной Америке. Площадь — 9,8 млн км² (3-е место в мире). Население — чуть более 336 млн человек (2023, оценка, 3-е место в мире). США — федеративная президентская республика, которая административно состоит из 50 штатов и федерального округа Колумбия, а также административно контролирует ряд островных территорий (Пуэрто-Рико, Виргинские Острова, Гуам и другие). Столица — город Вашингтон (округ Колумбия). Самые крупные по численности населения мегаполисы — Нью-Йорк, Лос-Анджелес и Чикаго —
Служба доставки Кики;PER;плакат к фильму  Анимационный фильм Хаяо Миядзаки, выпущенный в 1989 году студией Ghibli. Он рассказывает про начинающую ведьмочку Кики, которая вместе с черным котом Джиджи покидает отчий дом, чтобы пройти стажировку в незнакомом городе. Поскольку из всех ведьминских штучек лучше всего она владеет искусством полета на метле, Кики решает открыть службу доставки по воздуху. Город, в котором Кики решает поселиться, по словам Миядзаки, является фантомом Европы, в которой не было Второй мировой войны. В нем гармонично уживаются до/после военные и современные реалии (многоэтажные отели на берегу, огромный круизный теплоход). В финале умение Кики позволяет ей спасти своего нового друг Томбо. Фильм поставлен по книге японской писательницы Эйко Кадоно. В 2014 году вышел игровой фильм с таким же названием.  Музыка Джо Хисаиши.;Ведьмина служба доставки, или Служба доставки Кики: «Ведьмина служба доставки» — детская книга японской писательницы Эйко Кадоно. «Ведьмина служба доставки» — полнометражный анимационный фильм режиссёра Хаяо Миядзаки, снятый по книге Эйко Кадоно в 1989 году. «Ведьмина служба доставки» — японский игровой фильм, снятый по той же книге в 2014 году.
Молоко;O;Оно используется для производства молочных продуктов, таких как йогурт и сыр.;Молоко́ — питательная жидкость, вырабатываемая молочными железами самок млекопитающих во время лактации. Естественное назначение молока — вскармливание потомства (в том числе и у человека), которое ещё не способно переваривать другую пищу. В настоящее время молоко входит в состав многих продуктов, используемых человеком, а его производство стало крупной отраслью промышленности. Молоко — многокомпонентная полидисперсная система, в которой все составные вещества находятся в тонкодисперсном состоянии, что обеспечивает молоку жидкую консистенцию. Технический регламент определяет молоко как продукт нормальной физиологической секреции молочных желез сельскохозяйственных животных, полученный от одного или нескольких животных в период лактации при одном и более доении, без каких-либо добавлений к этому
Норвегия;LOC;Норвегия  5 063 709 человек  Расположение Норвеги на на карте Европы  Норве́гия (Королевство Норве́гия) (Norge-Noreg) — страна Северной Европы.;Норве́гия (букмол Norge МФА: , нюнорск Noreg), официальное название — Короле́вство Норве́гия (букмол Kongeriket Norge, нюнорск Kongeriket Noreg) — государство в Северной Европе, располагающееся в западной части Скандинавского полуострова и на огромном количестве прилегающих мелких островов, а также архипелаге Шпицберген (Свальбард), островах Ян-Майен и Медвежий в Северном Ледовитом океане. Заморской территорией Норвегии является остров Буве в южной части Атлантического океана. Также Норвегия претендует на территории в Антарктике, попадающие под действие конвенции 1961 года — остров Петра I и Землю Королевы Мод. Форма правления — конституционная монархия, форма государственного устройства — унитарная. Король — Харальд V, премьер-министр — Йонас Гар Стёре.
Абруццо;PER;Абруццо (итал. Abruzzo) — административный регион Италии площадью 10.832 км² и населением 1.330.000 человек (2015).  Столица региона является город л'Аквила.;Абру́ццо (итал. Abruzzo), а также Абру́цци (итал. Abruzzi) — область в Италии с населением 1 285 256 человек (на 31 декабря 2020). Физико-географическая характеристика Область Абруцци расположена в средней части Апеннинского полуострова на побережье Адриатического моря примерно в 100 км к востоку от Рима. Площадь области составляет 10 763 км² (13-е место в Италии), две трети территории занято горами. Самые высокие точки Абруцци — Корно-Гранде (2914 м) и Монте-Амаро (2795 м). Столица области Абруцци — город Л'Акуила. Наиболее значимым городом области является город Пескара, расположенный на берегу Адриатического моря. Территория области Абруцци отличается разнообразием ландшафтов: это горы в центральной части
Юрий Алексеевич Гагарин;PER;Юрий Гагарин (родился 9 марта 1934 года и умер 27 марта 1968 года) -будет первым советский космонавт в космосе.;Ю́рий Алексе́евич Гага́рин (9 марта 1934, Клушино, Гжатский (ныне Гагаринский) район, Западная область (ныне — Смоленская область) — 27 марта 1968, возле села Новосёлово, Киржачский район, Владимирская область) — лётчик-космонавт СССР, Герой Советского Союза, кавалер высших знаков отличия ряда государств, почётный гражданин многих российских и зарубежных городов. Полковник ВВС СССР (1963), военный лётчик 1-го класса, заслуженный мастер спорта СССР (1961), член ЦК ВЛКСМ, депутат Верховного Совета СССР 7-го и 8-го созывов. 12 апреля 1961 года Юрий Гагарин стал первым человеком в мировой истории, совершившим полёт в космическое пространство. Ракета-носитель «Восток» с кораблём «Восток-1», на борту которого находился Гагарин, была запущена
Польша;ORG;Польша  38 501 000 Человек  Расположение Польша на карте Европы  Польша (полск. Rzeczpospolita Polska) — государство в центральной части Европы. Столицей является город Варшава.  На севере побережье страны омывается Балтийским морем. В Польше, согласно результатам переписи 2011 года, проживает 38 млн 501 тысяча человек.;По́льша (польск. Polska МФА: ), официальное название — Респу́блика По́льша (польск. Rzeczpospolita Polska [ʐɛt͡ʂpɔˈspɔlita ˈpɔlska]) — государство в Центральной Европе. Население по итогам 2021 года составляет 37 881 262 человека, территория — 312 696 км². Занимает 39-е место в мире по численности населения и 69-е по территории. Столица — Варшава. Государственный язык — польский. Унитарное государство, президентско-парламентская республика. Президент — Анджей Дуда. Премьер-министр — Дональд Туск. Подразделяется на 16 воеводств. Расположена в центре Европы. Омывается на севере Балтийским морем. Имеет сухопутную границу с Россией (Калининградской областью), Литвой, Белоруссией, Украиной, Словакией, Чехией и Германией. Польша — моноэтническое государство, поляки составляют более
Сыр;O;Сыр - продукт питания, изготовленный на основе молока.;Сыр — пищевой продукт в виде твёрдой или полутвёрдой массы, получаемый в процессе сыроделия из заквашиваемого особым способом молока. Этимология Русское слово «сыр» через др.-рус. сыръ восходит к праслав. *sуrъ, являющееся субстантивированным прилагательным со значением «сырой». Того же корня, что др.-прус. suris «сыр», др.-исл. súrr «закваска», др.-в.-нем. sûr «кислый», а также сырой, сыворотка (современная форма метатезного характера праслав. *surowatъka), суровый. Пищевая ценность Сыры отличаются высоким содержанием белков (до 25 %), молочного жира (до 60 %) и минеральных веществ (до 3,5 %, не считая поваренной соли). Белки сыра лучше усваиваются организмом, чем молочные. Экстрактивные вещества сыров благоприятно воздействуют на пищеварительные железы,
Владимир Владимирович Путин;PER;"Владимир Владимирович Путин  Владимир Владимирович Путин (родился 7 октября 1952 в Ленинграде (ныне Санкт-Петербург)) — российский государственный и политический деятель. Второй (с 7 мая 2000 по 7 мая 2008 года) и четвёртый (с 7 мая 2012 года — н.в.) президент России.  В 1975 году Владимир Путин закончил юридический факультет Ленинградского государственного университета и по распределению был направлен на работу в органы государственной безопасности.  В 1989 году Владимир Путин участвовал в организации совместного предприятия ЛГУ и компании Procter &amp; Gamble (P&amp;G).  В 1992 году Владимир Путин был назначен заместителем мэра Санкт-Петербурга с сохранением поста председателя КВС.";Влади́мир Влади́мирович Пу́тин (род. 7 октября 1952, Ленинград, СССР) — российский государственный и политический деятель. Действующий президент Российской Федерации, председатель Государственного Совета Российской Федерации и Совета Безопасности Российской Федерации, Верховный главнокомандующий Вооружёнными силами Российской Федерации с 7 мая 2012 года. Ранее занимал должность президента с 7 мая 2000 по 7 мая 2008 года, также в 1999—2000 и 2008—2012 годах занимал должность председателя правительства Российской Федерации. Фактически руководит Россией, согласно разным оценкам, с 1999 или с 2000 года. В сентябре 2017 года Путин стал самым долго правящим российским лидером со времён Иосифа Сталина. Выпускник юридического факультета Ленинградского государственного университета (ЛГУ). В
Шахматы;ORG;"Графическое представление игрока перед матом  Шахматы популярной настольной игры. Это имитирует войну между двумя сторонами: чёрном и белом. Победителем игры является тот, кто управляет, чтобы поставить мат королю, то есть, ""убить его"".  Шахматы в филателии";Ша́хматы (перс. شاه مات ‘шах мат’, буквальный перевод «шах умер») — настольная логическая игра с шахматными фигурами на 64-клеточной доске, сочетающая в себе элементы искусства (в том числе в части шахматной композиции), науки и спорта. В шахматы обычно играют два игрока (именуемые шахматистами) друг против друга. Также возможна игра одной группы шахматистов против другой или против одного игрока, такие партии зачастую именуются консультационными. Кроме того, существует практика сеансов одновременной игры, когда против одного сильного игрока играет несколько противников, каждый на отдельной доске. Правила игры в основном сложились к XV веку, в современных официальных турнирах применяются правила Международной шахматной федерации, которыми
Сейшельские Острова;ORG;Сейшельские Острова  Расположение Сейшельские Острова на земном шаре  Сейшельские острова-это страна в Африке. Столица страны-город Виктория.;Сейше́льские Острова́ (англ. Seychelles /seɪˈʃɛlz/, фр. Seychelles французский: [sɛˈʃɛl], сейш. Sesel [seˈsel]), официальное название — Респу́блика Сейше́лы (англ. Republic of Seychelles [rɪˈpʌblɪk ɒv seɪˈʃɛlz], фр. République des Seychelles [ʁe.py.bˈlik de sɛˈʃɛl], сейш. Repiblik Sesel [repibˈlik seˈsel]) — островное государство в Восточной Африке. Расположено в западной части Индийского океана, немного южнее экватора, примерно в 1600 км к востоку от африканского материка, севернее Мадагаскара. В состав республики входят 115 островов, обитаемы только 33. Площадь государства — 459 км². Самый большой остров — Маэ (157,3 км²). На нём находится столица государства — Виктория и единственный в стране международный аэропорт. Другие крупные острова —
Реюньон;ORG;"герб острова Реюньон  Место на карте мира  Реюньон вулканический остров в западной части Индийского океана в южном полушарии и области за границами Франции. Столицей региона является город Сен-Дени. Второй самый важный город Сент-Пол. Она населена около 850 000 человек.  Флаг острова Реюньон <h> Содержание  Реюньон, вулканический остров. Это его вулкан, Питон-де-ла-Фурнез, которая создает большую часть прилегающих земель. Встреча, вулканический остров. Это его два вулкана, питон-из-снега (3070 метров над уровнем моря) и Питон-де-ла-Фурнез (2630 метров над уровнем моря), которые создали большую часть прилегающих земель.  Карта рельефа острова Реюньон  9 февраля 1512 : португальский мореплаватель, Pedro de Mascarenhas в приземляет. Это день Святой-Иван, португальский назначат остров ""Санта-Аполония"".  1642 : французы вступили во владение островом от имени короля и назвал ""остров Бурбон"" (имя королевской семьи). 9 июля 1665 : прибыли первые французские поселенцы.  19 марта 1793 : во время французской Революции, его имя становится « остров Реюньон ».  20 декабря 1848 : отмена рабства была провозглашена в Sarda Garriga (20 декабря-это праздник Реюньон).  19 марта 1946 : Реюньон становится департамент и регион франции заморские.";Реюньо́н (фр. Réunion [ʁe.y.nˈjɔ̃], , рею. креол. Rényon) — заморский регион Франции. Расположен на одноимённом острове в Индийском океане, в 700 км к востоку от Мадагаскара. Площадь — 2512 км². Численность населения — 828 581 человек (2011). Административный центр — Сен-Дени (137 000 человек в 2010 году). Валюта — Евро (EUR, код 978). Часовой пояс — UTC+4. Телефонный код — 262. Интернет-домен — .re. Код ISO — RE. География Территория — 2512 км². Департамент расположен на острове Реюньон. Территория гориста, так как остров имеет вулканическое происхождение. Высшая точка — потухший вулкан Питон-де-Неж (3069 м), вторая по высоте — Гро-Морн (3019
Ноутбук;ORG;Ноутбук (англ.notebook — блокнот, блокнотный ПК) — портативный персональный компьютер, в корпусе которого объединены типичные компоненты ПК, включая дисплей, клавиатуру и устройство ввода (обычно сенсорная панель, или тачпад), а также аккумуляторные батареи. Ноутбуки отличаются небольшими размерами и весом, время автономной работы ноутбуков в пределах от 4 до 15 часов.;Ноутбук (англ. notebook — блокнот) — переносной компьютер, в корпусе которого объединены типичные компоненты персонального компьютера, включая дисплей, клавиатуру, тачпад и аккумуляторные батареи. Ноутбуки отличаются небольшими размерами и весом, время автономной работы ноутбуков варьируется. Лэптоп (англ. laptop — lap — колени сидящего человека, top — верх, «наколенник») — более широкий термин, он применяется как к ноутбукам, так и нетбукам, смартбукам. К ноутбукам обычно относят устройства, выполненные в раскладном форм-факторе. Ноутбук переносят в сложенном виде, что позволяет защитить экран, клавиатуру и тачпад при транспортировке. Также это связано с удобством транспортировки (чаще всего ноутбук транспортируется в портфеле, что позволяет не держать его
Камерун;O;Климатические условия Камеруна отличаются в различных частях страны. На юге климат экваториальный, постоянно - влажный, в центре и на севере — субэкваториальный, с дождливым летом и сухой зимой Западные и юго-западные склоны вулкана Камерун — самое влажное место в Африке и одно из самых влажных мест в мире.;Камеру́н (фр. Cameroun, англ. Cameroon [ˌkæməˈɹuːn]), официально — Респу́блика Камеру́н (фр. République du Cameroun, англ. Republic of Cameroon от порт. Rio dos Camarões — «река креветок») — государство в западной части Центральной Африки, на юго-западе омываемое водами залива Бонни (часть Гвинейского залива Атлантического океана). Столица Камеруна — Яунде. Член ООН (1960), Африканского сою­за (1963), МВФ (1963), МБРР (1963), ВТО (1995), Со­дру­же­ст­ва наций (1995). Этимология Название страны происходит от гидронима «Риу-душ-Камаройнш» (порт. Rio dos Camarões — «река креветок»). Этот гидроним возник после открытия португальскими мореплавателями в 1480-х годах устья реки Вури, где водилось большое количество креветок. В последующем гидроним трансформировался в
Латвия;ORG;1 934 379 Человек  Расположение Латвии на карте Европы  Лáтвия(официально Латви́йская Респу́блика) — государство в Восточной Европе.  Столица Латвии — город Рига.;Ла́твия (латыш. Latvija [ˈlatvija]), официальное название — Латви́йская Респу́блика (Latvijas Republika) — государство в Северной Европе. По оценочным данным на 1 января 2021 года, население составляло 1 893 700 человек (153-е место в мире). Территория — 64 589 км² (122-е место в мире). Протяжённость страны с севера на юг составляет 250 км, а с запада на восток — 450 км. Латвия граничит с Эстонией — на севере, Россией — на востоке, Белоруссией — на юго-востоке и Литвой — на юге. Подразделяется на 43 административно-территориальные единицы, 36 из которых являются краями и 7 — городами государственного значения («государственными городами»), приравненными по
Винни-Пух;ORG;Винни-Пух (англ.Winnie-the-Pooh) — забавный мишка, набитый опилками, персонаж книг английского писателя Александра Милна. Любимая игрушка Кристофера Робина, сына писателя.  Включает в себя:  Д. П. (Друга Пятачка)  П. К. (Приятеля Кролика)  О. П. (Открывателя Полюса)  У. И.-И. (Утешителя Иа-Иа) и Н. Х. (Находителя Хвоста)  Винни-Пух — это скромный, добродушный и наивный «Медведь с Маленькими Мозгами». Больше всего Пух любит сочинять стихи и есть мёд. Пуха «пугают длинные слова», он забывчив, но в его голову иногда приходят блестящие идеи. В целом Пух такой, каким его видит маленький Кристофер Робин в своих играх.  Друзья Пуха - Пятачок, Кролик, Иа-иа, Кенга и крошка Ру, Сова и Тигра.  Подлинные игрушки Кристофера Робина выставлены в Нью-Йоркской публичной библиотеке.;Ви́нни-Пух (англ. Winnie-the-Pooh) — плюшевый мишка, персонаж двух повестей и двух сборников стихотворений английского писателя Алана Милна. Впервые Винни-Пух появился в печати 14 октября 1926 года в одноимённой детской книге. Один из самых известных героев детской литературы XX века. В 1960—1970-е годы, благодаря пересказу Бориса Заходера, а затем и фильмам студии «Союзмультфильм», где мишку озвучивал Евгений Леонов, Винни-Пух стал очень популярен также и в СССР. Первые иллюстрации и эскизы книги были сделаны известным карикатуристом Эрнестом Шепардом. Аукционный дом Sotheby’s неоднократно продавал его рисунки к сказке Алана Милна: так, 10 июля 2013 года шесть эскизов (первоначально предполагалось реализовать восемь работ) были
Буран;O;Буран 1.01 был разрушен в результате обрушения здания, где он хранился до 2002 года.;Бура́н (от тюрк. boran) — сильная общая метель в степной местности, например в Башкортостане, Оренбургской области, Казахстане, южных районах Украины, степной части Крыма и др. Казахстан В Казахстане довольно чётко разделяют метель, со снегопадом и повышением температуры воздуха, обычно вызываемую циклонами и тёплыми фронтами, и буран, дующий при отсутствии осадков, при ясном небе, обычно при антициклоне, при температуре воздуха около −30 °C и ниже. При буране почти всегда возникает позёмка, образующая снежные заносы, а на дорогах перемёты, состоящие из холодного уплотнённого снега. При буране длительностью несколько суток довольно часто парализуется движение на основных автомагистралях и ограничивается выезд автотранспорта за пределы
Белоруссия;LOC;9 468 074 Человек  Расположение Белоруссия на карте Европы  Гимн Национальной Белоруссия  Белоруссия (оф. назв. Республика Беларусь, сокр. Беларусь) — государство в восточной части Европы. Столицей является город Минск.  Белоруссия имеет шесть областей:  Всего на территории страны проживает 9 млн 468 тысяч 74 человека. <h> Содержание  После подписания Брестского мира между Германской Империей и правительством Ленина, Беларусь провозглашает независимость 25 марта 1918 года и становится Белорусской Народной Республикой, Минск выбран в качестве столицы.  25 августа 1991 года была провозглашена независимость Беларуси.  Марка Республики Беларусь «Покорители космоса, уроженцы Беларуси»  Национальный художественный музей Республики Беларусь;Белору́ссия, или Белару́сь (белор. Беларусь, МФА: ), официальное название — Респу́блика Белару́сь (белор. Рэспубліка Беларусь, МФА: , аббревиатура — РБ) — государство в Восточной Европе. Население на 1 января 2023 года составляет 9 200 617 человек, территория — 207,6 тыс. км². Занимает 97-е место по количеству населения и 84-е — по территории в мире. Столица и самый крупный город государства — Минск. Государственные языки — белорусский и русский. Унитарная президентская республика. 20 июля 1994 года пост президента в ходе первых в истории страны президентских выборов занял Александр Лукашенко, впоследствии побеждавший также на выборах 2001, 2006, 2010, 2015 и 2020 годов.
Афганистан;LOC;"Флаг Афганистана.  Афганистан — страна, находящаяся в Юго-Западной Азии, между 60°30' и 75° восточной долготы и 20°21' и 38°30' северной широты, главным образом в пределах северо-восточной части Иранского нагорья.  В предгорьях и горных долинах - каштановые почвы, бурозёмы и серозёмы; на горных склонах, получающих большее количество осадков, встречаются чернозёмы и горно-луговые почвы. В юго-западной части страны — частично засоленные бесплодные пустынные почвы.";Афганиста́н (пушту ‎и дари افغانستان), официальное название под управлением движения «Талибан» с 2021 года — Исла́мский Эмира́т Афганиста́н (пушту د افغانستان اسلامي امارات‎‎, дари امارت اسلامی افغانستان) — государство в Центральной Азии, также относящееся и к Южной Азии. Население на 2021 год — 40 218 234 человек, территория — 652 864 км². Занимает 37-е место в мире по численности населения и 40-е по территории. Страна не имеет выхода к морю и находится в северо-восточной части Иранского нагорья. Граничит с Ираном на западе, Пакистаном — на юге и востоке, Туркменистаном, Узбекистаном и Таджикистаном — на севере, КНР — в самой восточной
